0,0,000000000000,000,Silence,élément esthétique indispensable !,— —,#808080 
836,5,101100000110,133-3,"m7(9,13) sans 5 • dorien",chiffrage harmonique modal mineur,Accords modaux mineurs,#FFA500 
837,5,110000011010,133-4,Non-classé,—,—,#FFA500 
838,5,110101100000,133-5,Pentacorde Locrien,mode moderne occidental,Gammes / modes modernes,#FFA500 
839,5,100000010111,134-1,Non-classé,—,—,#FFA500 
840,5,101111000000,134-2,Non-classé,—,—,#FFA500 
841,5,110000001011,134-3,Non-classé,—,—,#FFA500 
842,5,111000000101,134-4,Non-classé,—,—,#FFA500 
843,5,111100000010,134-5,Non-classé,—,—,#FFA500 
844,5,100000011110,135-1,Non-classé,—,—,#FFA500 
845,5,101000000111,135-2,Non-classé,—,—,#FFA500 
846,5,110100000011,135-3,Non-classé,—,—,#FFA500 
847,5,111010000001,135-4,Non-classé,—,—,#FFA500 
848,5,111101000000,135-5,Non-classé,—,—,#FFA500 
849,6,100101010101,136-1,Non-classé,—,—,#FF0000 
850,6,101010101100,136-2,"m7(9b,11,13) sans 1!",chiffrage harmonique modal mineur,Accords modaux mineurs,#FF0000 
851,6,101010110010,136-3,"7,5b(9) • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 
852,6,101010110010,136-3,"7(9,11#) • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 
853,6,101011001010,136-4,"7(9,11,13b) sans 5",chiffrage harmonique modal dominante,Accords modaux dominante,#FF0000 
854,6,101100101010,136-5,Prometheus mineur,accord signature compositeur,Accords signature,#FF0000 
855,6,110010101010,136-6,"7(9b,11#,13b) sans 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 
856,6,100110101010,137-1,"7(9#,11#,13b) sans 5 • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#E0FFFF 
857,6,101001101010,137-2,"7(9b,9#,11#,13) sans 1! ni 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#E0FFFF 
858,6,101001101010,137-2,Non-classé,—,—,#E0FFFF 
859,6,101010011010,137-3,"7,5#(9) • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#E0FFFF 
860,6,101010011010,137-3,"7(9,13b) • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#E0FFFF 
861,6,101010100110,137-4,Prometheus,accord signature compositeur,Accords signature,#E0FFFF 
862,6,101010100110,137-4,"7,5b(9,13) sans 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#E0FFFF 
863,6,101010100110,137-4,"7(9,11#,13) sans 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#E0FFFF 
864,6,101010100110,137-4,"7(9,11#,13) sans 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#E0FFFF 
865,6,101010100110,137-4,Alexandre Scriabine,mode signature compositeur,Gammes / modes signature,#E0FFFF 
866,6,101010101001,137-5,Non-classé,—,—,#E0FFFF 
867,6,110101010100,137-6,"m7M(9,11,13) sans 1!",chiffrage harmonique tonal mineur,Accords tonals mineurs,#E0FFFF 
868,6,100101010110,138-1,"m7(11,13) • dorien",chiffrage harmonique modal mineur,Accords modaux mineurs,#FF0000 
869,6,101001010101,138-2,Non-classé,—,—,#FF0000 
870,6,101010110100,138-3,6/9(11#),chiffrage harmonique modal majeur,Accords modaux majeurs,#FF0000 
871,6,101010110100,138-3,"7M,5#(9,11#,13) sans 1! ni 5",chiffrage harmonique modal majeur,Accords modaux majeurs,#FF0000 
872,6,101010110100,138-3,"m7(9b,11,13b) sans 1! • phrygien",chiffrage harmonique modal mineur,Accords modaux mineurs,#FF0000 
873,6,101010110100,138-3,Bitonal IM+IIM,mode extrapolé (harmonie),Gammes / modes extrapolés,#FF0000 
874,6,101010110100,138-3,Hexacorde Lydien,mode moderne occidental,Gammes / modes modernes,#FF0000 
875,6,101010110100,138-3,Hexalydien,mode moderne occidental,Gammes / modes modernes,#FF0000 
876,6,101011010010,138-4,"7(9,11) • mixolydien",chiffrage harmonique modal dominante,Accords modaux dominante,#FF0000 
877,6,101011010010,138-4,Bitonal IIM+IM,mode extrapolé (harmonie),Gammes / modes extrapolés,#FF0000 
878,6,101101001010,138-5,"m7(9,11,13b) sans 5 • aeolien",chiffrage harmonique modal mineur,Accords modaux mineurs,#FF0000 
879,6,110100101010,138-6,Non-classé,—,—,#FF0000 
880,6,100101101010,139-1,"7(9b,9#,11#,13b) sans 1! ni 5 • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#E0FFFF 
881,6,100101101010,139-1,Non-classé,—,—,#E0FFFF 
882,6,101001011010,139-2,Yavanapuri-Todi ascendant,mode traditionnel Inde (raga),Gammes / modes traditionnels,#E0FFFF 
883,6,101001011010,139-2,Segâh,mode traditionnel Iran,Gammes / modes traditionnels,#E0FFFF 
884,6,101010010110,139-3,"7(9,13)",chiffrage harmonique tonal dominante,Accords tonals dominante,#E0FFFF 
885,6,101010010110,139-3,Mixolydien omit4,mode moderne occidental,Gammes / modes modernes,#E0FFFF 
886,6,101010100101,139-4,"7M(9,11#,13) sans 5 • lydien",chiffrage harmonique modal majeur,Accords modaux majeurs,#E0FFFF 
887,6,101010100101,139-4,Lydien omit5,mode moderne occidental,Gammes / modes modernes,#E0FFFF 
888,6,101101010100,139-5,"7M(9,11,13) sans 1! • ionien",chiffrage harmonique modal majeur,Accords modaux majeurs,#E0FFFF 
889,6,101101010100,139-5,"m6(9,11)",chiffrage harmonique modal mineur,Accords modaux mineurs,#E0FFFF 
890,6,101101010100,139-5,"7,5#(9b,9#,11#) sans 1! ni 5 • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#E0FFFF 
891,6,101101010100,139-5,Bitonal Im+IIm,mode extrapolé (harmonie),Gammes / modes extrapolés,#E0FFFF 
892,6,101101010100,139-5,Hexacorde Dorien,mode moderne occidental,Gammes / modes modernes,#E0FFFF 
893,6,101101010100,139-5,Hexacorde mineur mélodique,mode moderne occidental,Gammes / modes modernes,#E0FFFF 
894,6,101101010100,139-5,Hexadorien,mode moderne occidental,Gammes / modes modernes,#E0FFFF 
895,6,101101010100,139-5,Hexamélodique,mode moderne occidental,Gammes / modes modernes,#E0FFFF 
896,6,101101010100,139-5,Jounpuri,mode traditionnel Inde (raga),Gammes / modes traditionnels,#E0FFFF 
897,6,110101010010,139-6,Bitonal IIm+Im,mode extrapolé (harmonie),Gammes / modes extrapolés,#E0FFFF 
898,6,110101010010,139-6,Xuan,mode traditionnel Inde (raga),Gammes / modes traditionnels,#E0FFFF 
899,6,100101011010,140-1,"m7(11,13b) • aeolien",chiffrage harmonique modal mineur,Accords modaux mineurs,bicolore
900,6,100101011010,140-1,"7M(9,11#,13) sans 1! • lydien",chiffrage harmonique tonal majeur,Accords tonals majeurs,bicolore
901,6,101001010110,140-2,Non-classé,­—,—,bicolore
902,6,101010010101,140-3,"7M(9,13)",chiffrage harmonique tonal majeur,Accords tonals majeurs,bicolore
903,6,101010010101,140-3,Superelatif 04a (2+2),mode extrapolé (harmonie),Gammes / modes extrapolés,bicolore
904,6,101011010100,140-4,Hexadomus A,mode extrapolé (géométrie quadrant),Gammes / modes extrapolés,bicolore
905,6,101011010100,140-4,Bitonal IM+IIm,mode extrapolé (harmonie),Gammes / modes extrapolés,bicolore
906,6,101011010100,140-4,Superelatif 04b (2+2),mode extrapolé (harmonie),Gammes / modes extrapolés,bicolore
907,6,101011010100,140-4,Hexacorde Ionien,mode moderne occidental,Gammes / modes modernes,bicolore
908,6,101011010100,140-4,Hexacorde Mixolydien,mode moderne occidental,Gammes / modes modernes,bicolore
909,6,101011010100,140-4,Hexaionien,mode moderne occidental,Gammes / modes modernes,bicolore
910,6,101011010100,140-4,Hexamajeur,mode moderne occidental,Gammes / modes modernes,bicolore
911,6,101011010100,140-4,Hexamixolydien,mode moderne occidental,Gammes / modes modernes,bicolore
912,6,101101010010,140-5,"m7(9,11)",chiffrage harmonique tonal mineur,Accords tonals mineurs,bicolore
913,6,101101010010,140-5,Bitonal IIm+IM,mode extrapolé (harmonie),Gammes / modes extrapolés,bicolore
914,6,101101010010,140-5,Bahar ascendant,mode traditionnel Inde (raga),Gammes / modes traditionnels,bicolore
915,6,110101001010,140-6,"m7(9b,11,13b) sans 5 • phrygien",chiffrage harmonique modal mineur,Accords modaux mineurs,bicolore
916,6,100101011001,141-1,Malkauns descendant,mode traditionnel Inde (raga),Gammes / modes traditionnels ,#E0FFFF 
917,6,100110010101,141-2,Non-classé,—,—,#E0FFFF 
918,6,101011001100,141-3,Non-classé,—,—,#E0FFFF 
919,6,101100110010,141-4,"m7,5b(9)",chiffrage harmonique modal mineur,Accords modaux mineurs,#E0FFFF 
920,6,110010101100,141-5,Non-classé,—,—,#E0FFFF 
921,6,110011001010,141-6,"7(9b,11,13b) sans 5",chiffrage harmonique modal dominante,Accords modaux dominante,#E0FFFF 
922,6,100110011010,142-1,"7(9#,13b) • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 
923,6,100110011010,142-1,"7,5#(9#) • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 
924,6,100110101001,142-2,Non-classé,—,—,#FF0000 
925,6,101001100110,142-3,Non-classé,—,—,#FF0000 
926,6,101010011001,142-4,Non-classé,—,—,#FF0000 
927,6,110011010100,142-5,Non-classé,—,—,#FF0000 
928,6,110101001100,142-6,Non-classé,—,—,#FF0000 
929,6,100101100101,"143-1
143-4","7(9b,9#,13) sans 1!",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 
930,6,100101100101,"143-1
143-4",Swing,mode extrapolé (rythme),Gammes / modes extrapolés,#FF0000 
931,6,101100101100,"143-2
143-5",HD-Yang,mode extrapolé (harmonie),Gammes / modes extrapolés,#FF0000 
932,6,101100101100,"143-2
143-5",Hexatritonique Diminué Yang,mode extrapolé (harmonie),Gammes / modes extrapolés,#FF0000 
933,6,110010110010,"143-3
143-6","7(9b,11#) • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 
934,6,110010110010,"143-3
143-6","7,5b(9b) • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 
935,6,110010110010,"143-3
143-6",Bitonal IM+IV#M,mode extrapolé (harmonie),Gammes / modes extrapolés,#FF0000 
936,6,100110100110,"144-1
144-4","7(9#,11#,13) sans 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#E0FFFF 
937,6,100110100110,"144-1
144-4","7(9#,11#,13) sans 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#E0FFFF 
938,6,100110100110,"144-1
144-4",Swing rétro,mode extrapolé (phrasé rythmique),Gammes / modes extrapolés,#E0FFFF 
939,6,101001101001,"144-2
144-5",Non-classé,—,—,#E0FFFF 
940,6,110100110100,"144-3
144-6","m6(9b,11#)",chiffrage harmonique modal mineur,Accords modaux mineurs,#E0FFFF 
941,6,110100110100,"144-3
144-6",Bitonal Im+IV#m,mode extrapolé (harmonie),Gammes / modes extrapolés,#E0FFFF 
942,6,110100110100,"144-3
144-6",HD-Yin,mode extrapolé (harmonie),Gammes / modes extrapolés,#E0FFFF 
943,6,110100110100,"144-3
144-6",Hexatritonique Diminué Yin,mode extrapolé (harmonie),Gammes / modes extrapolés,#E0FFFF 
944,6,100101101001,145-1,Non-classé,—,—,#E0FFFF 
945,6,100110010110,145-2,"7(9#,13) • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#E0FFFF 
946,6,100110010110,145-2,"7(9#,13)",chiffrage harmonique tonal dominante,Accords tonals dominante,#E0FFFF 
947,6,100110010110,145-2,Superelatif 05a (2+2),mode extrapolé (harmonie),Gammes / modes extrapolés,#E0FFFF 
948,6,100110010110,145-2,Hexatritonique binaire,mode moderne occidental,Gammes / modes modernes,#E0FFFF 
949,6,101001100101,145-3,Non-classé,—,—,#E0FFFF 
950,6,101101001100,145-4,"7,5b(9b,9#,13) sans 1! ni 5",chiffrage harmonique tonal dominante,Accords tonals dominante,#E0FFFF 
951,6,110010110100,145-5,Bitonal IM+IV#m,mode extrapolé (harmonie),Gammes / modes extrapolés,#E0FFFF 
952,6,110010110100,145-5,Superelatif 05b (2+2),mode extrapolé (harmonie),Gammes / modes extrapolés,#E0FFFF 
953,6,110100110010,145-6,Bitonal IV#m+IM,mode extrapolé (harmonie),Gammes / modes extrapolés ,#E0FFFF 
954,6,100101100110,146-1,"7(9b,9#,13b) sans 1! • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 
955,6,100101100110,146-1,Non-classé,—,—,#FF0000 
956,6,100110100101,146-2,Non-classé,—,—,#FF0000 
957,6,101001011001,146-3,Non-classé,—,—,#FF0000 
958,6,101100110100,146-4,"m6(9,11#)",chiffrage harmonique modal mineur,Accords modaux mineurs,#FF0000 
959,6,101100110100,146-4,Bitonal VI#m+IM,mode extrapolé (harmonie),Gammes / modes extrapolés,#FF0000 
960,6,101100110100,146-4,"Hexatritonique Diminué Suspendu, HDS",mode moderne occidental,Gammes / modes modernes,#FF0000 
961,6,110011010010,146-5,"7(9b,11)",chiffrage harmonique modal dominante,Accords modaux dominante,#FF0000 
962,6,110011010010,146-5,Bitonal IM+VI#m,mode extrapolé (harmonie),Gammes / modes extrapolés,#FF0000 
963,6,110100101100,146-6,Non-classé,—,—,#FF0000 
964,6,100100110101,147-1,"7(9b,11,13) sans 1!",chiffrage harmonique modal dominante,Accords modaux dominante,#E0FFFF 
965,6,100100110101,147-1,Non-classé,—,—,#E0FFFF 
966,6,100110101100,147-2,Non-classé,—,—,#E0FFFF 
967,6,101011001001,147-3,Non-classé,—,—,#E0FFFF 
968,6,101100100110,147-4,Smaragdos uni,mode extrapolé (géométrie quadrant),Gammes / modes extrapolés ,#E0FFFF 
969,6,110010011010,147-5,"7(9b,13b) • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#E0FFFF 
970,6,110010011010,147-5,"7,5#(9b) • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#E0FFFF 
971,6,110101100100,147-6,Non-classé,—,—,#E0FFFF 
972,6,100101001101,148-1,Non-classé,—,—,#FF0000 
973,6,100110110010,148-2,"7(9#,11#) • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 
974,6,100110110010,148-2,"7,5b(9#) • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 
975,6,100110110010,148-2,Bitonal IM+II#m,mode extrapolé (harmonie),Gammes / modes extrapolés,#FF0000 
976,6,100110110010,148-2,Blues diminué,mode moderne occidental,Gammes / modes modernes,#FF0000 
977,6,101001101100,148-3,Non-classé,—,—,#FF0000 
978,6,101100101001,148-4,Non-classé,—,—,#FF0000 
979,6,110010100110,148-5,"7(9b,11#,13) sans 5 • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 
980,6,110110010100,148-6,Bitonal II#m+IM,mode extrapolé (harmonie),Gammes / modes extrapolés ,#FF0000 
981,6,100011010101,149-1,"7M(11,13) • ionien",chiffrage harmonique modal majeur,Accords modaux majeurs,#FF0000 
982,6,100011010101,149-1,Superelatif 03a (2+2),mode extrapolé (harmonie),Gammes / modes extrapolés ,#FF0000 
983,6,101010110001,149-2,"7M(9,11#) sans 5 • lydien",chiffrage harmonique tonal majeur,Accords tonals majeurs,#FF0000 
984,6,101010110001,149-2,Bitonal IM+VIIm,mode extrapolé (harmonie),Gammes / modes extrapolés,#FF0000 
985,6,101010110001,149-2,Superelatif 03b (2+2),mode extrapolé (harmonie),Gammes / modes extrapolés,#FF0000 
986,6,101011000110,149-3,"7(9,11,13) sans 5 • mixolydien",chiffrage harmonique modal dominante,Accords modaux dominante,#FF0000 
987,6,101100011010,149-4,"m7(9,13b) • aeolien",chiffrage harmonique modal mineur,Accords modaux mineurs,#FF0000 
988,6,110001101010,149-5,Non-classé,­—,—,#FF0000 
989,6,110101011000,149-6,"m7(9,11,13) sans 1! • dorien",chiffrage harmonique modal mineur,Accords modaux mineurs,#FF0000 
990,6,110101011000,149-6,Bitonal VIIm+IM,mode extrapolé (harmonie),Gammes / modes extrapolés,#FF0000 
991,6,110101011000,149-6,Hexacorde Phrygien,mode moderne occidental,Gammes / modes modernes,#FF0000 
992,6,110101011000,149-6,Hexaphrygien,mode moderne occidental,Gammes / modes modernes,#FF0000 
993,6,100110011001,"150-1
150-3
150-5",Shuffle,mode extrapolé (rythme),Gammes / modes modernes,bicolore
994,6,100110011001,"150-1
150-3
150-5",Bitonal IM+V#m,mode extrapolé (harmonie),Gammes / modes extrapolés,bicolore
995,6,100110011001,"150-1
150-3
150-5",Superelatif 13 (3+3),mode extrapolé (harmonie),Gammes / modes extrapolés,bicolore
996,6,100110011001,"150-1
150-3
150-5",Augmenté-Tierce,mode moderne occidental,Gammes / modes modernes,bicolore
997,6,110011001100,"150-2
150-4
150-6",Bitonal V#m+IM,mode extrapolé (harmonie),Gammes / modes extrapolés,bicolore
998,6,110011001100,"150-2
150-4
150-6",Augmenté-Seconde,mode moderne occidental,Gammes / modes modernes,bicolore
999,6,100101010011,151-1,Non-classé,—,—,#E0FFFF 
1000,6,100111001010,151-2,"7(9#,11,13b) sans 5",chiffrage harmonique modal dominante,Accords modaux dominante,#E0FFFF 
1001,6,101001110010,151-3,Hexa-Égyptien,mode moderne occidental,Gammes / modes modernes,#E0FFFF 
1002,6,101010011100,151-4,Hexarelatif VI-D,mode extrapolé (harmonie),Gammes / modes extrapolés ,#E0FFFF 
1003,6,110010101001,151-5,Non-classé,—,—,#E0FFFF 
1004,6,111001010100,151-6,Non-classé,—,—,#E0FFFF 
1005,6,100100101101,152-1,"7(9b,11#,13) sans 1!",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 
1006,6,100100101101,152-1,"7(9b,9#,11#) sans 1! • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 
1007,6,100100101101,152-1,Non-classé,—,—,#FF0000 
1008,6,100101101100,152-2,"7(9b,11#,13) sans 1! • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 
1009,6,101100100101,152-3,Malamarutam,mode traditionnel Inde (raga),Gammes / modes traditionnels ,#FF0000 
1010,6,101101100100,152-4,Non-classé,—,—,#FF0000 
1011,6,110010010110,152-5,"7(9b,13) • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 
1012,6,110110010010,152-6,"7(9b,9#) • alt (altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#FF0000 
1013,6,100100110110,153-1,"7(9b,11,13b) sans 1!",chiffrage harmonique modal dominante,Accords modaux dominante,#E0FFFF 
1014,6,100100110110,153-1,Non-classé,—,—,#E0FFFF 
1015,6,100110110100,153-2,Non-classé,—,—,#E0FFFF 
1016,6,101001001101,153-3,Non-classé,—,—,#E0FFFF 
1017,6,101101001001,153-4,"7(9b,11#,13) • s-alt (semi-altéré)",chiffrage harmonique tonal dominante,Accords tonals dominante,#E0FFFF 
1018,6,110100100110,153-5,Non-classé,—,—,#E0FFFF 
1019,6,110110100100,153-6,Non-classé,—,—,#E0FFFF 
1020,6,100010110101,154-1,"7M(11#,13) • lydien",chiffrage harmonique modal majeur,Accords modaux majeurs,#E0FFFF 
1021,6,101011000101,154-2,"7M(9,11,13) sans 5 • ionien",chiffrage harmonique modal majeur,Accords modaux dominante,#E0FFFF 
1022,6,101011000101,154-2,Non-classé,—,—,#E0FFFF 
1023,6,101100010110,154-3,"m7(9,13) • dorien",chiffrage harmonique modal mineur,Accords modaux mineurs,#E0FFFF 
1024,6,101101011000,154-4,Hexacorde mineur naturel,mode moderne occidental,Gammes / modes modernes,#E0FFFF 
1025,6,110001011010,154-5,Non-classé,—,—,#E0FFFF 
